New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	Tissue	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Host Response	Experiment Specifications	Curators	Approver	Species Experts	PubMed IDs	Curation Date
PHI:I1231	PHI:1257	I1RSK0	FGSG_13509	FGSG_07121	Uncharacterized protein	DS231666	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0000077: DNA damage checkpoint [GO:0000077]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]; GO:0048478: replication fork protection [GO:0048478]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1232	PHI:1258	I1S5M8	FGSG_10591	FGSG_12149	Uncharacterized protein (Fragment)	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0031929: cellular protein localization [GO:0034613]; GO:0034613: cytoplasmic stress granule [GO:0010494]; GO:0010494: cytosol [GO:0005829]; GO:0005829: filamentous growth [GO:0030447]; GO:0030447: negative regulation of macroautophagy [GO:0016242]; GO:0016242: nucleus [GO:0005634]; GO:0005634: protein serine/threonine kinase activity [GO:0004674]; GO:0004674: regulation of pseudohyphal growth [GO:2000220]; GO:2000220: TOR signaling [GO:0031929]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1233	PHI:1259	I1RNK3	FGSG_03499	FGSG_05586	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1234	PHI:1260	I1RUC7	FGSG_13944	FGSG_07816	Uncharacterized protein	DS231666	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1235	PHI:1261	I1RGH4	FGSG_07812	FGSG_02838	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1236	PHI:1262	I1RQS1	FGSG_04416	FGSG_06420	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1237	PHI:1263	I1RB84	FGSG_04770	FGSG_00792	Uncharacterized protein	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1238	PHI:1264	I1RD70	FGSG_01058	FGSG_01559	Uncharacterized protein	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004672: protein kinase activity [GO:0004672]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1239	PHI:1265	I1RNH0	FGSG_06970	FGSG_05549	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0007126: meiotic nuclear division [GO:0007126]; GO:0051598: meiotic recombination checkpoint [GO:0051598]; GO:0005634: nucleus [GO:0005634]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1240	PHI:1266	I1RH87	FGSG_12149	FGSG_03132	Cell division control protein 2	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0051301: cell division [GO:0051301]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1241	PHI:1267	I1RKK7	FGSG_05586	FGSG_04418	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0005634: nucleus [GO:0005634]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]; GO:0040020: regulation of meiosis [GO:0040020]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1242	PHI:1268	I1RN43	FGSG_07816	FGSG_05406	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0005634: nucleus [GO:0005634]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1243	PHI:1269	I1RFK9	FGSG_02838	FGSG_02488	Uncharacterized protein	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004672: protein kinase activity [GO:0004672]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1244	PHI:1270	I1RHA1	FGSG_06420	FGSG_03146	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004672: protein kinase activity [GO:0004672]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1245	PHI:1271	I1R9J1	FGSG_00792	FGSG_00132	Uncharacterized protein	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1246	PHI:1272	I1RYN5	FGSG_01559	FGSG_09492	Serine/threonine-protein kinase MST20	DS231668	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0032488: bipolar cellular bud site selection [GO:0007121]; GO:0008349: budding cell apical bud growth [GO:0007118]; GO:0007121: Cdc42 protein signal transduction [GO:0032488]; GO:0007118: cell division site [GO:0032153]; GO:0032153: cell tip [GO:0051286]; GO:0051286: cellular protein localization [GO:0034613]; GO:0034613: cellular response to heat [GO:0034605]; GO:0034605: cytosol [GO:0005829]; GO:0005829: establishment or maintenance of bipolar cell polarity regulating cell shape [GO:0061246]; GO:0061246: histone kinase activity (H2B-S14 specific) [GO:0044025]; GO:0044025: incipient cellular bud site [GO:0000131]; GO:0000131: invasive growth in response to glucose limitation [GO:0001403]; GO:0001403: MAP kinase kinase kinase kinase activity [GO:0008349]; GO:0043332: mating projection tip [GO:0043332]; GO:0010629: negative regulation of gene expression [GO:0010629]; GO:0005634: nucleus [GO:0005634]; GO:0007232: osmosensory signaling pathway via Sho1 osmosensor [GO:0007232]; GO:0000750: pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; GO:0043065: positive regulation of apoptotic process [GO:0043065]; GO:0061161: positive regulation of establishment of bipolar cell polarity regulating cell shape [GO:0061161]; GO:0007124: pseudohyphal growth [GO:0007124]; GO:0007096: regulation of exit from mitosis [GO:0007096]; GO:0070507: regulation of microtubule cytoskeleton organization [GO:0070507]; GO:1902412: regulation of mitotic cytokinesis [GO:1902412]; GO:0001402: signal transduction involved in filamentous growth [GO:0001402]; GO:0005876: spindle microtubule [GO:0005876]; GO:0035376: sterol import [GO:0035376]; GO:0034063: stress granule assembly [GO:0034063]; GO:0000011: vacuole inheritance [GO:0000011]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1247	PHI:1273	I1RCM6	FGSG_05549	FGSG_01347	Uncharacterized protein	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:1990298: bub1-bub3 complex [GO:1990298]; GO:0034508: centromere complex assembly [GO:0034508]; GO:0000778: condensed nuclear chromosome kinetochore [GO:0000778]; GO:0072371: histone kinase activity (H2A-S121 specific) [GO:0072371]; GO:0051754: meiotic sister chromatid cohesion, centromeric [GO:0051754]; GO:0071957: old mitotic spindle pole body [GO:0071957]; GO:0034501: protein localization to kinetochore [GO:0034501]; GO:0072480: signal transduction involved in mitotic spindle assembly checkpoint [GO:0072480]; GO:0031134: sister chromatid biorientation [GO:0031134]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Aberrant													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1248	PHI:1274	I1RME6	FGSG_02488	FGSG_05135	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0071849: cellular amino acid biosynthetic process [GO:0008652]; GO:0008652: chronological cell aging [GO:0001300]; GO:0001300: cytosolic ribosome [GO:0022626]; GO:0022626: eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; GO:0004694: G1 cell cycle arrest in response to nitrogen starvation [GO:0071849]; GO:0031571: mitotic G1 DNA damage checkpoint [GO:0031571]; GO:0043561: regulation of translational initiation in response to osmotic stress [GO:0043561]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1249	PHI:1275	I1S7R2	FGSG_03146	FGSG_12887	Uncharacterized protein (Fragment)	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004672: protein kinase activity [GO:0004672]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1250	PHI:1276	I1RXS5	FGSG_00132	FGSG_09150	Uncharacterized protein	DS231668	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004672: protein kinase activity [GO:0004672]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1251	PHI:1277	I1S5L1	FGSG_12887	FGSG_12132	Uncharacterized protein	DS231663	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004672: protein kinase activity [GO:0004672]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
PHI:I1252	PHI:1278	I1S453	FGSG_09150	FGSG_11614	Uncharacterized protein	DS231676	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005524:ATP binding [GO:0005524]; GO:0004674: protein serine/threonine kinase activity [GO:0004674]		POO:0000003:unaffected pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Wild Type;Sexual Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22216007: Wang C, Zhang S, Hou R, Zhao Z, Zheng Q, Xu Q, Zheng D, Wang G, Liu H, Gao X, Ma JW, Kistler HC, Kang Z, Xu JR. (2011). "Functional analysis of the kinome of the wheat scab fungus Fusarium graminearum." PLoS Pathog 7(12): e1002460. 10.1371/journal.ppat.1002460.	2015-04-18
